3.218549291	1.658412802	2.11627502
-0.153374263	-1.819076914	0.098444162
2.974009506	0.667737524	1.144230779
-0.722744579	-0.333311421	-0.194742028
-0.300601429	1.734338832	0.764087556
-0.755480803	0.157377082	-0.025235532
0.905894469	1.392435797	1.871082818
-2.101077164	-0.090503594	0.333848842
-1.67680957	-1.301932203	-0.267814997
0.932166253	1.469945167	0.968968002
-1.088375605	-1.221270214	-0.952466352
0.623378642	1.466320959	-0.276762471
-1.067301554	1.508594195	0.111623304
0.600132264	1.18568493	-0.016528926
0.777407388	1.17179102	0.453552915
-1.377539652	-1.247054445	-1.062893854
-1.237672152	-1.97700014	-2.096583318
-1.119116396	0.395989532	-0.152970201
-0.618198448	-1.774966213	-0.157463592
1.869712586	0.968561843	1.24440783
-1.251514138	-0.877764768	-0.206328894
0.641027836	-1.963928008	-0.490155634
-0.320000273	-1.505390448	0.793186169
-1.914579178	0.508770678	-0.046236944
-0.299932059	0.160128137	-0.113581402
-1.485584405	-0.749468176	-0.485222783
0.82804779	-0.511785629	0.468384931
-2.787248436	-1.867175199	-1.317899448
0.310427793	-0.344519048	-0.71921197
0.673970538	-0.52595277	0.193153832
0.50251362	1.473957396	1.240134365
-1.65664325	-1.210635229	-0.279922144
1.990254902	-0.778105913	1.964022169
1.131514763	0.34811704	0.510936372
0	0	0
1.443970056	2.145296795	1.39891193
2.66896013	2.93606451	0.765195642
-0.60758343	0.986006805	0.545885992
-0.318471607	-0.327589889	-0.254376008
-0.640002185	-0.078781517	-0.938287515
-0.482704075	0.327847648	0.191621708
-1.108269216	-1.823276826	-0.641538619
0.162954952	0.50538743	0.69854652
-0.954335805	-0.585419447	0.008141334
-1.796869354	-2.103637444	-2.351692917
0.971555179	1.097795127	-0.158485248
1.4534741	0.497480018	0.644881684
-1.4534741	-0.753907717	0.149185722
1.942339821	1.088647268	1.736461193
0.324587788	-0.75137882	0.166717534
-0.162162198	-1.096903137	-0.725822792
0.162162198	-0.34099467	0.261576967
0	-0.947223775	-0.380329668
0	1.288218445	1.423888017
-0.650232581	-1.205494051	-0.933410454
-0.955899672	0.946444209	0.719091441
0.792678744	0.680274732	0.76619457
